professor_id,name_ko,name_en,university,department,primary_field,openalex_id,source_url,orcid,identity_status,scopus_id
P0298,이인형,Inhyung Lee,Kookmin University,융합바이오공학과,Food Science,A5101731475;A5110625016,https://cst.kookmin.ac.kr/bio/professor,0000-0002-1508-1654,verified,
P0299,곽수량,Suryang Kwak,Kookmin University,융합바이오공학과,Molecular Biology,A5060672032,https://cst.kookmin.ac.kr/bio/professor,0000-0002-5202-8326,probable,
P0300,서주현,Joo-Hyun Seo,Kookmin University,융합바이오공학과,Pharmaceutical Science,A5139341856,https://cst.kookmin.ac.kr/bio/professor,,probable,
P0302,박주환,Juhwan Park,Kookmin University,융합바이오공학과,Biomedical Engineering,A5016356809,https://cst.kookmin.ac.kr/bio/professor,0000-0002-9231-9195,probable,
P0303,손보람,Boram Son,Kookmin University,융합바이오공학과,Biomaterials,A5024847871,https://cst.kookmin.ac.kr/bio/professor,0009-0009-0389-666X,probable,
P0304,이회석,Hoe-Suk Lee,Kookmin University,융합바이오공학과,Biomedical Engineering,A5057591539;A5130293716,https://cst.kookmin.ac.kr/bio/professor,0000-0001-9237-607X,verified,
P0305,이창배,Changbae LEE,Kookmin University,산림환경시스템학과,Ecology,A5078067621,https://cst.kookmin.ac.kr/forest/professor,,probable,
P0306,박지현,Jihyun Park,Kookmin University,산림환경시스템학과,Molecular Biology,A5100338425;A5008552277;A5147035228,https://cst.kookmin.ac.kr/forest/professor,0000-0002-6778-4749,verified,
P0307,윤태경,Tae Kyung Yoon,Kookmin University,산림환경시스템학과,Nature and Landscape Conservation,A5070986223,https://cst.kookmin.ac.kr/forest/professor,0000-0003-0627-0135,probable,
P0308,강유진,Yoojin Kang,Kookmin University,산림환경시스템학과,,A5132990719,https://cst.kookmin.ac.kr/forest/professor,,probable,
P0309,임철희,Chul-Hee Lim,Kookmin University,산림환경시스템학과,Global and Planetary Change,A5066876141,https://cst.kookmin.ac.kr/forest/professor,0000-0001-7752-0694,probable,
P0310,김종성,Jongsung Kim,Kookmin University,정보보안암호수학과,,,https://cst.kookmin.ac.kr/security/professor,0009-0002-6853-3041,verified,
P0311,박원광,Won-Kwang Park,Kookmin University,정보보안암호수학과,Biomedical Engineering,A5064579474;A5112258430,https://cst.kookmin.ac.kr/security/professor,0000-0001-9418-2455,verified,
P0312,오세욱,Se-Wook Oh,Kookmin University,식품영양학과,Biotechnology,A5059476948;A5132714051,https://cst.kookmin.ac.kr/foods_and_nutrion/professor,0000-0002-8580-6032,verified,
P0314,남혜경,Hye-Kyoung Nam,Kookmin University,식품영양학과,"Endocrinology, Diabetes and Metabolism",A5013894541,https://cst.kookmin.ac.kr/foods_and_nutrion/professor,,probable,
P0315,전수경,Doctor Sookyoung Jeon,Kookmin University,식품영양학과,Biochemistry,A5052436998,https://cst.kookmin.ac.kr/foods_and_nutrion/professor,0000-0002-3620-0851,verified,
P0317,강덕희,Duk‐Hee Kang,Ewha Womans University,의과대학,Nephrology,A5088071825;A5081555581,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2FMtjaabuzJl3Aqq070mzCw%3D%3D,0000-0001-8475-8932,verified,
P0318,강서영,Seo Young Kang,Ewha Womans University,의과대학,"Radiology, Nuclear Medicine and Imaging",A5069892543,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=0vsCqFMB3fA6mDaQMnBzCw%3D%3D,0000-0003-2431-3397,verified,
P0319,강인숙,In Sook Kang,Ewha Womans University,의과대학,Cardiology and Cardiovascular Medicine,A5035875835;A5124301706,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=NRpU2C16NAmgIXXbXu7WFA%3D%3D,0000-0002-0477-683X,verified,
P0320,강제원,Kang Je-Won,Ewha Womans University,의과대학,,A5129708176,https://sites.google.com/view/icplab-ewha,,probable,
P0321,공경애,Kyung Ae Kong,Ewha Womans University,의과대학,"Public Health, Environmental and Occupational Health",A5040563900,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=ont%2BjMQMvySkIsT7MHk9tg%3D%3D,,probable,
P0322,권형주,Hyungju Kwon,Ewha Womans University,의과대학,"Endocrinology, Diabetes and Metabolism",A5081068365,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=PZiudeFZjcWmWGCB0h%2FHLw%3D%3D,0000-0003-4979-8749,verified,
P0323,금지영,Jiyoung Keum,Ewha Womans University,의과대학,Oncology,A5074361224,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=7GNIBvFwIiw25iqzcXjuxg%3D%3D,0000-0001-7061-6183,verified,
P0325,김건하,Geon Ha Kim,Ewha Womans University,의과대학,Psychiatry and Mental health,A5065068590;A5125245868,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=FnVjL6i1fwesVkxTKjaqXA%3D%3D,0000-0001-5395-1924,verified,
P0326,김광현,Kwang Hyun Kim,Ewha Womans University,의과대학,Surgery,A5015699501;A5003218799,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=WijuVUS3YQUrF5dVZYakbg%3D%3D,0000-0002-6264-5109,verified,
P0327,김남은,Nam Eun Kim,Ewha Womans University,의과대학,Surgery,A5101533516,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=sx%2BEIWfTH%2BGxn4AtsDP9tA%3D%3D,0000-0003-1817-4415,verified,
P0328,김동연,Dong Yeon Kim,Ewha Womans University,의과대학,Surgery,A5100667195,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=ag8sX5Ye0Fq3We90eHg3xw%3D%3D,0000-0002-4414-5653,verified,
P0329,김미경,Mi‐Kyung Kim,Ewha Womans University,의과대학,Obstetrics and Gynecology,A5100646678,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=1WRX04%2FU3LMWx%2BYToqJaLQ%3D%3D,0000-0001-6829-332X,probable,
P0330,김민석,Minsuk Kim,Ewha Womans University,의과대학,Epidemiology,A5100786204,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=uDjW9DvTJcCrxkKe5EGzZg%3D%3D,0000-0003-0139-4067,verified,
P0331,김선종,Sun‐Jong Kim,Ewha Womans University,의과대학,Oral Surgery,A5041717495;A5122758706,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=G8dhuvpREtIhOLkkgrjKYw%3D%3D,0000-0003-3659-2848,verified,
P0332,김성수,Sung Soo Kim,Ewha Womans University,의과대학,Molecular Biology,A5100337398,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=nDA1kGP9bqi0Ort0x2xnGA%3D%3D,0000-0002-6817-7668,probable,
P0333,김수경,Soo‐Kyung Kim,Ewha Womans University,의과대학,Molecular Biology,A5053622077,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=dxNGbbZaXlrQ%2BAUW70qHew%3D%3D,0000-0001-9406-8628,probable,
P0334,김수인,Soo In Kim,Ewha Womans University,의과대학,Molecular Biology,A5091564004,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=gNse0So5EIdjbriGoAHyMQ%3D%3D,0000-0001-6909-5034,probable,
P0335,김승정,Seung-Jung Kim,Ewha Womans University,의과대학,Nephrology,A5033890698;A5034510175,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=wdhvhLgGIU45VNqzodKxvg%3D%3D,0000-0003-4927-2018,verified,
P0336,김영구,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=CpOH%2Fl9pYrHk3I9gQ3Yf%2BQ%3D%3D,0009-0000-5437-1489,verified,
P0337,김영주,Young Ju Kim,Ewha Womans University,의과대학,"Pediatrics, Perinatology and Child Health",A5052617482;A5042147885,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=hjqoqtZnDbpt2YwKlU7Sgg%3D%3D,0000-0002-3153-3008,verified,
P0338,김예미,Yemi Kim,Ewha Womans University,의과대학,Oral Surgery,A5082210140,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=pM9Ze7b7QuuI9iaSWQfNXg%3D%3D,0000-0002-8280-3805,probable,
P0340,김원중,Wonjoong Kim,Ewha Womans University,의과대학,Pathology and Forensic Medicine,A5031126514;A5110162094;A5140727322,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=oFkjbWbbDG1KWnGp%2F7MgUg%3D%3D,0000-0003-2046-8690,verified,
P0341,김윤진,Youn Jin Kim,Ewha Womans University,의과대학,Surgery,A5005610854,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=H9ufErBiVjfxwG8RZJTLHA%3D%3D,0000-0001-9189-5839,verified,
P0342,김윤환,Yun Hwan Kim,Ewha Womans University,의과대학,Obstetrics and Gynecology,A5025558509,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=SIMVcWFfBEDcBqkesezCxg%3D%3D,0000-0001-9498-2938,probable,
P0343,김지민,Ji Min Kim,Ewha Womans University,의과대학,Cancer Research,A5101964281,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=olC%2F6%2FrWUsHuKXvHk1OSKw%3D%3D,0000-0002-3608-765X,probable,
P0344,김지섭,Ji-Sup Kim,Ewha Womans University,의과대학,Surgery,A5025113442,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=mCaJ3YEcY9wu%2FXWd7uylsA%3D%3D,0000-0001-8448-1064,verified,
P0345,김진실,Jin Sil Kim,Ewha Womans University,의과대학,Hepatology,A5077707703,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2B5voOq%2BkcmYEvM76puD17g%3D%3D,0000-0002-3321-2507,verified,
P0346,김진우,Jin‐Woo Kim,Ewha Womans University,의과대학,Oncology,A5100372661;A5100434601;A5123842675;A5135407016;A5136770891,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=PhP8wgX5Wxn5sA6xBj0HNg%3D%3D,0000-0002-1672-5730,verified,
P0347,김충종,Chung-Jong Kim,Ewha Womans University,의과대학,Clinical Biochemistry,A5010188652,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=JbwviWUx%2BDVoWW6Xhg1DKA%3D%3D,0000-0002-9987-6533,probable,
P0348,김태헌,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=EHnYrP%2FLiB3jr%2FiTE7ulgA%3D%3D,0009-0007-6191-9298,verified,
P0349,김한수,Han Su Kim,Ewha Womans University,의과대학,Physiology,A5101420718,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2BQRIpI%2Bt2KLCe0AQsklwzQ%3D%3D,0000-0003-2239-0225,probable,
P0350,남은미,Eun Mi Nam,Ewha Womans University,의과대학,"Public Health, Environmental and Occupational Health",A5065847671,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=7eZ7haYhm2wREzk9Y8i%2BhA%3D%3D,0000-0003-0108-5352,verified,
P0351,노경태,Gyoung Tae Noh,Ewha Womans University,의과대학,Oncology,A5050107922,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=cjU4q2cvqHhcEvD%2BfyMhdg%3D%3D,0000-0001-9849-8211,verified,
P0352,노영학,Young Hak Roh,Ewha Womans University,의과대학,Surgery,A5073977855,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=zFkStDTAZXkJPCy%2Bw1rK7g%3D%3D,0000-0002-7192-4046,verified,
P0353,류연주,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=L19Z4hHfrRK%2BbeKmJqlB4g%3D%3D,0009-0008-3864-5601,verified,
P0354,문병인,Byung-In Moon,Ewha Womans University,의과대학,Cancer Research,A5006972618;A5126191628,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=p34vpYtFT%2Btp5pIm9csDbg%3D%3D,0000-0002-7441-8472,verified,
P0355,문영철,Yeung‐Chul Mun,Ewha Womans University,의과대학,Hematology,A5054573839,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=QeYkE4T1LW%2FDO53v%2B3t6ew%3D%3D,0000-0002-1882-3983,verified,
P0356,민석기,Seog Ki Min,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5025610156;A5014224201,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2B81KuK0kL5WkBpbylrZ7ug%3D%3D,0000-0001-9894-7603,verified,
P0357,박무석,Moo Suk Park,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5062914526,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=W8%2B4PG4M7zC6DKrsbB9Alg%3D%3D,0000-0003-0820-7615,probable,
P0358,박보영,Bo Young Park,Ewha Womans University,의과대학,Surgery,A5101855653,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=auNNe6fAKl4X2Kt2I9Rc%2FQ%3D%3D,0000-0003-4612-6672,probable,
P0359,박상희,Sanghui Park,Ewha Womans University,의과대학,Pathology and Forensic Medicine,A5077871290,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2FIt3r%2FQH%2B2XnWF3ZGMUa3Q%3D%3D,0000-0003-3837-8677,verified,
P0360,박성희,Sung‐Hee Park,Ewha Womans University,의과대학,Food Science,A5101863207,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=e99V3Y%2BomVKBAnFBdmMhSw%3D%3D,0000-0003-0752-0730,probable,
P0361,박영미,Young Mi Park,Ewha Womans University,의과대학,Genetics,A5101566800,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=vJezPXpgxuZmIHekDUpX2g%3D%3D,0000-0001-6558-7410,probable,
P0362,박영훈,Young-Hun Park,Ewha Womans University,의과대학,Pathology and Forensic Medicine,A5109177214,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=XI%2FbCXfUmdFCVkKKTR4shw%3D%3D,,probable,
P0363,박영희,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=DtefD29O6pP7xmfxkeCOPw%3D%3D,0000-0002-9872-2997,verified,
P0364,박은미,Eun‐Mi Park,Ewha Womans University,의과대학,Neurology,A5018467910,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=xjexhjuIGt1UxOLYqEsRcw%3D%3D,0000-0003-2414-3789,probable,
P0365,박은애,Eun Ae Park,Ewha Womans University,의과대학,"Pediatrics, Perinatology and Child Health",A5017011288,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=SWApQfLR52i8qC4vRFeLDg%3D%3D,0000-0002-1685-4276,verified,
P0366,박장원,Jang-Won Park,Ewha Womans University,의과대학,Surgery,A5040339204;A5121505552,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=LedDi0Wk79mon5oj5kkiWg%3D%3D,0000-0001-6269-6451,verified,
P0367,박정현,Jung Hyun Park,Ewha Womans University,의과대학,Oncology,A5112035321,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=ll%2FRx0c%2B%2FFYH3zy1O%2Bdugw%3D%3D,0000-0002-5297-5059,probable,
P0368,박주원,Joowon Park,Ewha Womans University,의과대학,Molecular Biology,A5015000443,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2BYCGsj%2BaUuoBt%2FNQ20YxrQ%3D%3D,0000-0001-7801-2771,probable,
P0369,박준범,Jun-Bum Park,Ewha Womans University,의과대학,Biomedical Engineering,A5111963635,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=6Q17NpaKZ0S6oPe3nA8lgg%3D%3D,,probable,
P0370,박현석,Hyun-Seok Park,Ewha Womans University,의과대학,Molecular Biology,A5101931124;A5005513658;A5123327864,http://www.ewha.ac.kr/faculty/neo,0000-0002-1237-8831,verified,
P0371,배정호,Jung Ho Bae,Ewha Womans University,의과대학,Otorhinolaryngology,A5101622800,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=hlaaw8bnX8jSm7%2BScldp9w%3D%3D,0000-0003-0681-6708,verified,
P0372,배지윤,Ji Yun Bae,Ewha Womans University,의과대학,Molecular Medicine,A5029053861,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2BC%2BQe%2FuTIXq%2Fxw2U%2Fhj6kA%3D%3D,,probable,
P0373,배하석,Hasuk Bae,Ewha Womans University,의과대학,Oncology,A5064084991,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=z7KngvAL1j3d1fuascr%2F5g%3D%3D,0000-0003-0508-3696,probable,
P0374,백승민,Seung Min Baik,Ewha Womans University,의과대학,Epidemiology,A5039413983,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=ozSO6DteglJLNFpcj%2FSWZg%3D%3D,0000-0003-1051-6775,verified,
P0375,변성완,Sung Wan Byun,Ewha Womans University,의과대학,Sensory Systems,A5001413485,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=O5cJxW5NQMZ2Dc6FxaEBTA%3D%3D,0000-0002-5458-6401,verified,
P0376,변지연,Ji Yeon Byun,Ewha Womans University,의과대학,Dermatology,A5068693487,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=5DKShJeZ6AlPq35OElw8Bg%3D%3D,0000-0003-4519-9474,verified,
P0377,송도경,Do Kyung Song,Ewha Womans University,의과대학,Epidemiology,A5079132307,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=DFsCLufBrsSLHU0ckqWhVA%3D%3D,,probable,
P0378,송승환,Seung Hwan Song,Ewha Womans University,의과대학,Transplantation,A5084084769,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=vvuAI9fsXBUMxQpQ6aENfg%3D%3D,0000-0003-3247-3817,probable,
P0379,송태진,Tae‐Jin Song,Ewha Womans University,의과대학,Epidemiology,A5084093979;A5121788434;A5123207469;A5126313498;A5126898702;A5132623764;A5134781933;A5135026042;A5136365671;A5137378474,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=0HV%2BKvN50bcirbzYzvUlog%3D%3D,0000-0002-9937-762X,verified,
P0380,신동우,Dong Woo Shin,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5068301299,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=dOBBEf33vTFD0ukH8YHt3A%3D%3D,0000-0001-7918-3783,probable,
P0381,신승호,Seung-Ho Shin,Ewha Womans University,의과대학,Sensory Systems,A5041032577;A5137329778,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=Q%2FyZot0j%2BCqHDBkV%2BshfMA%3D%3D,0000-0001-8093-2673,verified,
P0382,신정아,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=iXn5wbL9bJkiVPK5naIh3g%3D%3D,0009-0009-3261-8415,verified,
P0383,심경원,Kyung Won Shim,Ewha Womans University,의과대학,General Health Professions,A5080899797,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=stSQmYEZkusxwrHsPhNuKw%3D%3D,0000-0001-8289-9301,probable,
P0384,심기남,Ki‐Nam Shim,Ewha Womans University,의과대학,Surgery,A5044683284,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2F8uwIX474ayfW%2F1gYBcWIQ%3D%3D,0000-0003-4004-6292,probable,
P0385,심성신,Sung Sin Sim,Ewha Womans University,의과대학,Oncology,A5063074604,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=1OXchnd0UsTjxgUcqLtm8g%3D%3D,,probable,
P0386,심지수,Jisu Shim,Ewha Womans University,의과대학,Physiology,A5069892964;A5110588617,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=jyKivksG9uma4tB5Gf%2BzmA%3D%3D,0000-0002-8846-0364,verified,
P0387,심현보,Hyun Bo Shim,Ewha Womans University,의과대학,Infectious Diseases,A5017344088,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=ve9awdsaAMKGmlb3Rk1RCA%3D%3D,0009-0008-3142-4611,probable,
P0388,안영호,Young‐Ho Ahn,Ewha Womans University,의과대학,Cancer Research,A5003463853;A5101341126,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=cHDYULUWtPkKS2kiw1IbkQ%3D%3D,0000-0002-1084-0367,verified,
P0389,안현규,Hyun Kyu Ahn,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5032769507,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=gJHvS3jvkgo8MOV2f62nuA%3D%3D,0000-0002-1996-6249,probable,
P0390,양나래,Narae Yang,Ewha Womans University,의과대학,Neurology,A5019367734,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=KDIQiyJFejL012m63iQ79A%3D%3D,0000-0002-3226-5631,verified,
P0391,양현종,Hyeon Jong Yang,Ewha Womans University,의과대학,Physiology,A5103526623,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=NqDzPtZv7%2F9%2Bq%2BzmA40Q%2FA%3D%3D,0000-0003-3822-4002,verified,
P0392,오혜원,Hyewon Oh,Ewha Womans University,의과대학,General Health Professions,A5008973495,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=gIKxQdbEkmgV%2BC6z%2BkCBmw%3D%3D,0000-0001-9819-5915,probable,
P0393,우소연,Soyoun Woo,Ewha Womans University,의과대학,Genetics,A5019619340,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=Cpl4RtIL46uwCfZyYZlCtQ%3D%3D,0000-0001-6902-0315,probable,
P0394,우주현,Joohyun Woo,Ewha Womans University,의과대학,Cancer Research,A5103233263,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=TW%2BrfPgprcsUjUMZNCK%2BEw%3D%3D,0000-0003-2820-8287,verified,
P0395,원태희,Tae Hee Won,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5079720156,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=sAY9TLGROl7ELwYYGi5Syw%3D%3D,,probable,
P0396,유승희,Seung Hee Yoo,Ewha Womans University,의과대학,Surgery,A5140648060,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=QTeS2YOzUl5TgFr9NAtHXQ%3D%3D,0009-0003-6152-6620,verified,
P0397,유정현,Jung Hyun Yoo,Ewha Womans University,의과대학,"Public Health, Environmental and Occupational Health",A5036747151,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=3P5BSO3kBCXRFKpigULZ6Q%3D%3D,,probable,
P0398,윤병호,Byung‐Ho Yoon,Ewha Womans University,의과대학,Surgery,A5038499014,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=Janpx3xqlfxbaKZ9YyfNgw%3D%3D,0000-0001-8518-6331,probable,
P0399,윤수정,Sujung J. Yoon,Ewha Womans University,의과대학,Cognitive Neuroscience,A5026755638;A5123615190,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=EaPrOGq4I7uodWzxDIfxNA%3D%3D,0000-0001-9705-415X,verified,
P0400,윤주천,Joo Chun Yoon,Ewha Womans University,의과대학,Hepatology,A5029794001,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=5P5m3uNKocTL9bhNmROPYw%3D%3D,0000-0001-9395-8418,verified,
P0401,윤지영,Jiyoung Yoon,Ewha Womans University,의과대학,"Endocrinology, Diabetes and Metabolism",A5090076385,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=yV8DqHOWAJIA%2Ft2HJggVOA%3D%3D,0000-0003-2266-0803,probable,
P0402,이선영,,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=OT6k3tEOYWcN60My1DQBEw%3D%3D,0009-0001-2763-8990,verified,
P0403,이선화,Sun Hwa Lee,Ewha Womans University,의과대학,Critical Care and Intensive Care Medicine,A5052111126,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=RhkObbp4SoGLEPgvTTmT2w%3D%3D,0000-0002-3491-6223,verified,
P0404,이수영,Soo Young Lee,Ewha Womans University,의과대학,Cancer Research,A5100735592,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=UBri0DmVmB%2FGKguIZJa%2BRA%3D%3D,0000-0003-4251-6323,verified,
P0405,이윤택,Yoontaek Lee,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5012612378,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=x18haVaWKvxm8bzyqdoQpw%3D%3D,0000-0003-2643-2007,probable,
P0406,이재희,Jaehee Lee,Ewha Womans University,의과대학,,,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=Xfczmk3Ec4L5mG5h3KQJ4w%3D%3D,0009-0008-7537-0934,verified,
P0407,이정원,Jung Won Lee,Ewha Womans University,의과대학,"Pediatrics, Perinatology and Child Health",A5100331824,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=Hv9a8P7hMlmE3yOKIY%2BKrw%3D%3D,0000-0003-1846-3153,probable,
P0408,이지수,Jisoo Lee,Ewha Womans University,의과대학,Rheumatology,A5100349137,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=tnaOfJq%2B3ftrVCvRH0Pqzg%3D%3D,0000-0001-6279-7025,probable,
P0409,이진화,Jinhwa Lee,Ewha Womans University,의과대학,Pulmonary and Respiratory Medicine,A5000741482,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=cjUaIIVdE705c%2FDydQKxtw%3D%3D,0000-0003-0843-9862,verified,
P0411,이혜진,Hyejin Lee,Ewha Womans University,의과대학,Genetics,A5015953706,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=9EcaYfeSrJiHZDEdrtPztQ%3D%3D,,probable,
P0412,이호윤,Ho Yun Lee,Ewha Womans University,의과대학,Sensory Systems,A5045686998;A5137318439;A5122929660,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=xwrh1sjE3%2BnOv7ut2qBM9A%3D%3D,0000-0002-9590-3477,verified,
P0413,임수미,Soo-Mi Lim,Ewha Womans University,의과대학,Surgery,A5032769052,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=xso6ve7fsNgGOueLvOitzA%3D%3D,,probable,
P0414,임우성,Woosung Lim,Ewha Womans University,의과대학,Cancer Research,A5081798094;A5115526848,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=29hq5Kxq%2F73SL95erHxXGA%3D%3D,0000-0002-2863-9346,verified,
P0415,임재향,Jae Hyang Lim,Ewha Womans University,의과대학,Cancer Research,A5056395040,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do?mode=view&pId=%2F%2BdNGdqW7HghOg9x%2Flop8Q%3D%3D,0000-0003-0972-9271,probable,
