openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5100642358,Hyung-Seok Kim,1,1,P0006,Chonnam National University,KR,yes,1,Immunological characterization of glioblastoma cells for immunotherapy.,needs_review
A5030214712,Shin Jung,1,1,P0006,Chonnam National University,KR,yes,1,Immunological characterization of glioblastoma cells for immunotherapy.,needs_review
A5101042602,Sun Hee Jung,1,1,P0006,Samsung (South Korea),KR,yes,1,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5039206787,Yong Jun Jo,1,1,P0006,Korean Red Cross,KR,yes,1,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5109909183,Seung Min Yeon,1,1,P0006,Samsung (South Korea),KR,yes,1,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5103716148,Sin Ho Jung,1,1,P0006,Samsung (South Korea),KR,yes,1,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5037436273,Hee Jeong Son,1,1,P0006,Kangwon National University; Kangwon National University Hospital,KR,yes,1,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5110237711,Woong‐Ki Chung,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Effect of irradiation-induced intercellular adhesion molecule-1 expression on natural killer cell-mediated cytotoxicity toward human cancer cells,needs_review
A5109352835,Eugene Cho,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Effect of irradiation-induced intercellular adhesion molecule-1 expression on natural killer cell-mediated cytotoxicity toward human cancer cells,needs_review
A5024983666,Yoseop Kim,1,1,P0006,Kongju National University,KR,yes,1,"Comparison of Phenotypic and Functional Characteristics Between Canine Non-B, Non-T Natural Killer Lymphocytes and CD3+CD5dimCD21− Cytotoxic Large Granular Lymphocytes",needs_review
A5041822916,Cheol‐Jung Kim,1,1,P0006,Kongju National University,KR,yes,1,"Comparison of Phenotypic and Functional Characteristics Between Canine Non-B, Non-T Natural Killer Lymphocytes and CD3+CD5dimCD21− Cytotoxic Large Granular Lymphocytes",needs_review
A5101673904,Do‐Hyeon Yu,1,1,P0006,Gyeongsang National University,KR,yes,1,"Comparison of Phenotypic and Functional Characteristics Between Canine Non-B, Non-T Natural Killer Lymphocytes and CD3+CD5dimCD21− Cytotoxic Large Granular Lymphocytes",needs_review
A5023308747,Hyungseok Seo,1,1,P0006,Seoul National University,KR,yes,1,"Phase I Study of a B Cell-Based and Monocyte-Based Immunotherapeutic Vaccine, BVAC-C in Human Papillomavirus Type 16- or 18-Positive Recurrent Cervical Cancer",needs_review
A5062450043,Bo‐Ram Kim,1,1,P0006,Ulsan University Hospital,KR,yes,1,Association of neutrophil‐to‐lymphocyte ratio and natural killer cell activity revealed by measurement of interferon‐gamma levels in a healthy population,needs_review
A5075773105,Kyeong‐Hee Kim,1,1,P0006,Dong-A University,KR,yes,1,Association of neutrophil‐to‐lymphocyte ratio and natural killer cell activity revealed by measurement of interferon‐gamma levels in a healthy population,needs_review
A5004152384,Joonho Shim,1,1,P0006,Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Plasma Circulating Tumor DNA in Patients with Primary Central Nervous System Lymphoma,needs_review
A5019945009,Kyoung Eun Lee,1,1,P0006,Ewha Womans University Medical Center,KR,yes,1,Plasma Circulating Tumor DNA in Patients with Primary Central Nervous System Lymphoma,needs_review
A5100436229,Dong Hoon Lee,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Natural killer cells have a synergistic anti-tumor effect in combination with chemoradiotherapy against head and neck cancer,needs_review
A5054746346,Joon Kyoo Lee,1,1,P0006,Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Natural killer cells have a synergistic anti-tumor effect in combination with chemoradiotherapy against head and neck cancer,needs_review
A5089633864,Sang Chul Lim,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Natural killer cells have a synergistic anti-tumor effect in combination with chemoradiotherapy against head and neck cancer,needs_review
A5054217271,Hyong‐Ho Cho,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Natural killer cells have a synergistic anti-tumor effect in combination with chemoradiotherapy against head and neck cancer,needs_review
A5100366809,Jin-Ho Kim,1,1,P0006,Samsung (South Korea); Sungkyunkwan University,KR,yes,1,Selective Expansion of NKG2C+ Adaptive NK Cells Using K562 Cells Expressing HLA-E,needs_review
A5067393779,Sue Jin Moon,1,1,P0006,Samsung (South Korea); Sungkyunkwan University,KR,yes,1,Sequence variants in the proximal promoter and +5.8‐kb site of ABO in Koreans with weak B phenotypes,needs_review
A5111924671,Hwa Jong Yoo,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Sequence variants in the proximal promoter and +5.8‐kb site of ABO in Koreans with weak B phenotypes,needs_review
A5100774484,Jeong Hoon Kim,1,1,P0006,Samsung (South Korea); Sungkyunkwan University,KR,yes,1,Sequence variants in the proximal promoter and +5.8‐kb site of ABO in Koreans with weak B phenotypes,needs_review
A5012768920,Mikyoung Park,1,1,P0006,Catholic University of Korea; The Catholic University of Korea Seoul St. Mary's Hospital,KR,yes,1,Current Status of Flow Cytometric Immunophenotyping of Hematolymphoid Neoplasms in Korea,needs_review
A5087339024,Eun‐Jee Oh,1,1,P0006,Catholic University of Korea; The Catholic University of Korea Seoul St. Mary's Hospital,KR,yes,1,Current Status of Flow Cytometric Immunophenotyping of Hematolymphoid Neoplasms in Korea,needs_review
A5026978255,Jin‐Yeong Han,1,1,P0006,Dong-A University Hospital,KR,yes,1,Current Status of Flow Cytometric Immunophenotyping of Hematolymphoid Neoplasms in Korea,needs_review
A5078133001,Kyung‐Hwa Shin,1,1,P0006,Pusan National University Hospital,KR,yes,1,Current Status of Flow Cytometric Immunophenotyping of Hematolymphoid Neoplasms in Korea,needs_review
A5100734714,Hyerim Kim,1,1,P0006,Pusan National University Hospital; Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Current Status of Flow Cytometric Immunophenotyping of Hematolymphoid Neoplasms in Korea,needs_review
A5067154901,Eun-Sook Kang,1,1,P0006,Samsung Medical Center,KR,yes,1,Clinical outcomes of tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma: insights from a single-center study,needs_review
A5107415578,Seok Jin Kim,1,1,P0006,Samsung Medical Center,KR,yes,1,Clinical outcomes of tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma: insights from a single-center study,needs_review
A5062140891,Woorim Kang,1,1,P0006,Kangwon National University; Korea Research Institute of Bioscience and Biotechnology,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5073994811,Mauricio Chalita,1,1,P0006,Korea Research Institute of Bioscience and Biotechnology,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5043459243,Hyun‐Seok Oh,1,1,P0006,Korea Research Institute of Bioscience and Biotechnology,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5078699446,Dong‐Wook Hyun,1,1,P0006,Korea Research Institute of Bioscience and Biotechnology,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5026599677,S H Han,1,1,P0006,Chung-Ang University,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5100371180,Hyun Wook Kim,1,1,P0006,Korea Research Institute of Bioscience and Biotechnology; Samsung Medical Center,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5050761087,Hojun Sung,1,1,P0006,Kyung Hee University,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5040501603,Jae‐Yun Lee,1,1,P0006,Kyung Hee University,KR,yes,1,Microbiome and metabolite biomarkers of CAR T-cell therapy outcomes in relapsed/refractory diffuse large B-cell lymphoma,needs_review
A5010269857,Young-Ki Park,1,1,P0006,Chonnam National University; Chonnam National University Hospital,KR,yes,1,Interleukin-21 increases direct cytotoxicity and IFN-γ production of ex vivo expanded NK cells towards breast cancer cells.,needs_review
A5058088848,Kyeong‐Soo Park,1,1,P0006,Chonnam National University Hospital,KR,yes,1,CD34 expression is associated with poor clinical outcome in patients with acute promyelocytic leukemia,needs_review
A5064613767,Jung‐In Yang,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5048544701,Ok Kim,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5088466169,Eun‐Jung Ahn,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5081330877,Woo Dae Kang,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5101473616,Jae-Hyuk Lee,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5090291890,Kyung‐Sub Moon,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Human U87 glioblastoma cells with stemness features display enhanced sensitivity to natural killer cell cytotoxicity through altered expression of NKG2D ligand,needs_review
A5108759541,Hye‐Rim Song,1,1,P0006,Chonnam National University,KR,yes,1,Sex-specific differences in the association between ABO genotype and gastric cancer risk in a Korean population,needs_review
A5047052675,Jin‐Mei Piao,1,1,P0006,Chonnam National University,KR,yes,1,Sex-specific differences in the association between ABO genotype and gastric cancer risk in a Korean population,needs_review
A5069547514,Jin‐Su Choi,1,1,P0006,Chonnam National University,KR,yes,1,Sex-specific differences in the association between ABO genotype and gastric cancer risk in a Korean population,needs_review
A5110220819,Dong‐Pyo Lim,1,1,P0006,Chonnam National University,KR,yes,1,Effect of exposure to interleukin-21 at various time points on human natural killer cell culture,needs_review
A5113798370,Sang Seok Koh,1,1,P0006,Korea Research Institute of Bioscience and Biotechnology,KR,yes,1,Effect of exposure to interleukin-21 at various time points on human natural killer cell culture,needs_review
A5111963641,Jung-Han Yoon,1,1,P0006,Chonnam National University,KR,yes,1,Effect of exposure to interleukin-21 at various time points on human natural killer cell culture,needs_review
A5102184578,Ji-Hyuk Yang,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Planned Transfusion of D-Positive Blood Components in an Asia Type DEL Patient: Proposed Modification of the Korean National Guidelines for Blood Transfusion,needs_review
A5100835679,Soo-Young Bae,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Optimal culture conditions for the generation of natural killer cell-induced dendritic cells for cancer immunotherapy,needs_review
A5100415628,Ji Eun Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Initial experience with high‐volume plasma exchange in patients with acute liver failure,needs_review
A5060910033,Gyu‐Seong Choi,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Initial experience with high‐volume plasma exchange in patients with acute liver failure,needs_review
A5030546918,Sun‐Ouck Kim,1,1,P0006,Chonnam National University Hospital,KR,yes,1,The First Known Case of Blood Group Chimerism in Monochorionic Dizygotic Twins in Korea,needs_review
A5100769972,Jong‐Tae Park,1,1,P0006,Chonnam National University,KR,yes,1,The First Known Case of Blood Group Chimerism in Monochorionic Dizygotic Twins in Korea,needs_review
A5020726281,Hee Kyung Kim,1,1,P0006,Chonnam National University,KR,yes,1,The First Known Case of Blood Group Chimerism in Monochorionic Dizygotic Twins in Korea,needs_review
A5081277658,Sang Ku Lee,1,1,P0006,Chonnam National University,KR,yes,1,"A Dispermic Chimera with Mixed Field Blood Group B and Mosaic 46,XY/47,XYY Karyotype",needs_review
A5058874072,Ji Young Kim,1,1,P0006,Chonnam National University; Chonnam National University Hospital,KR,yes,1,"A Dispermic Chimera with Mixed Field Blood Group B and Mosaic 46,XY/47,XYY Karyotype",needs_review
A5113553201,Min-Joong Jang,1,1,P0006,Chonnam National University,KR,yes,1,Autoantibodies with Mimicking Specificity Detected by the Dilution Technique in Patients with Warm Autoantibodies,needs_review
A5043780534,Eun‐Jung Cho,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Red Blood Cell Alloimmunization in Korean Patients With Myelodysplastic Syndrome and Liver Cirrhosis,needs_review
A5015988241,Ji‐Hye Kwon,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Decrease in the Risk of Posttransplant Hepatocellular Carcinoma Recurrence After the Conversion to Prestorage Leukoreduction for Transfused Red Blood Cells,needs_review
A5039231309,Kyo Won Lee,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Decrease in the Risk of Posttransplant Hepatocellular Carcinoma Recurrence After the Conversion to Prestorage Leukoreduction for Transfused Red Blood Cells,needs_review
A5008737228,Joonghyun Ahn,1,1,P0006,Samsung Medical Center,KR,yes,1,Decrease in the Risk of Posttransplant Hepatocellular Carcinoma Recurrence After the Conversion to Prestorage Leukoreduction for Transfused Red Blood Cells,needs_review
A5113317675,Suyong Jeon,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Decrease in the Risk of Posttransplant Hepatocellular Carcinoma Recurrence After the Conversion to Prestorage Leukoreduction for Transfused Red Blood Cells,needs_review
A5108690250,Gaab Soo Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Decrease in the Risk of Posttransplant Hepatocellular Carcinoma Recurrence After the Conversion to Prestorage Leukoreduction for Transfused Red Blood Cells,needs_review
A5034507979,Chang-Min Im,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Induction of myeloma-specific cytotoxic T lymphocytes responses by natural killer cells stimulated-dendritic cells in patients with multiple myeloma,needs_review
A5052958094,Woo Kyun Bae,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Intensified NK cell therapy in combination with low-dose chemoradiotherapy against human colorectal cancer,needs_review
A5004755531,Myong Suk Park,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Intensified NK cell therapy in combination with low-dose chemoradiotherapy against human colorectal cancer,needs_review
A5103047329,SooHo Yu,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Guide to Rho(D) Immune Globulin in Women With Molecularly Defined Asian-type DEL (c.1227G>A),needs_review
A5058252132,Chung Hee Baek,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5067526066,Hyosang Kim,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5101651710,Hyunwook Kwon,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5055682520,Sung Shin,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5100345283,Young Hoon Kim,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5020159998,Su-Kil Park,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Hyperacute rejection in ABO-incompatible kidney transplantation: Significance of isoagglutinin subclass,needs_review
A5076282786,Sun‐Ae Kim,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Efficacy of natural killer cell therapy combined with chemoradiotherapy in murine models of head and neck squamous cell carcinoma,needs_review
A5015804406,Van‐Tan Nguyen,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Efficacy of natural killer cell therapy combined with chemoradiotherapy in murine models of head and neck squamous cell carcinoma,needs_review
A5101920854,Tae Mi Yoon,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Efficacy of natural killer cell therapy combined with chemoradiotherapy in murine models of head and neck squamous cell carcinoma,needs_review
A5103200437,Youngtae Kim,1,1,P0006,Asan Medical Center; Yonsei University,KR,yes,1,Efficacy and safety of BVAC-C in HPV type 16- or 18–positive cervical carcinoma who failed 1st platinum-based chemotherapy: a phase I/IIa study,needs_review
A5024883279,Wu Hyun Kim,1,1,P0006,Cellid (South Korea),KR,yes,1,Efficacy and safety of BVAC-C in HPV type 16- or 18–positive cervical carcinoma who failed 1st platinum-based chemotherapy: a phase I/IIa study,needs_review
A5056074163,Gwang Ho Kim,1,1,P0006,Samsung (South Korea); Sungkyunkwan University,KR,yes,1,X-ray as Irradiation Alternative for K562 Feeder Cell Inactivation in Human Natural Killer Cell Expansion,needs_review
A5059557959,HOANG-NGUYEN DANG,1,1,P0006,Samsung (South Korea); Sungkyunkwan University,KR,yes,1,X-ray as Irradiation Alternative for K562 Feeder Cell Inactivation in Human Natural Killer Cell Expansion,needs_review
A5006037768,Yong-Hyub Kim,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Direct Tumor Irradiation Potentiates Adoptive NK Cell Targeting Against Parental and Stemlike Cancer in Human Liver Cancer Models,needs_review
A5102581479,Giang Chau Dang,1,1,P0006,Chonnam National University; Chonnam National University Hospital,KR,yes,1,Direct Tumor Irradiation Potentiates Adoptive NK Cell Targeting Against Parental and Stemlike Cancer in Human Liver Cancer Models,needs_review
A5112024508,N. P. Nguyen,1,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Direct Tumor Irradiation Potentiates Adoptive NK Cell Targeting Against Parental and Stemlike Cancer in Human Liver Cancer Models,needs_review
A5049979737,Hee‐Yeon Woo,1,1,P0006,Kangbuk Samsung Hospital; Sungkyunkwan University,KR,yes,1,Prevalence and molecular basis of null blood group phenotypes in the Korean population: Analysis using a public database,needs_review
A5111564257,Kyeong-Soo Park,1,1,P0006,Chonnam National University,KR,yes,1,Hemolytic Anemia as a Sequela of Arsenic Intoxication Following Long-Term Ingestion of Traditional Chinese Medicine,needs_review
A5105776532,Ik-Joo Chung,1,1,P0006,Chonnam National University,KR,yes,1,Hemolytic Anemia as a Sequela of Arsenic Intoxication Following Long-Term Ingestion of Traditional Chinese Medicine,needs_review
A5072060400,Hyung-Jeong Shim,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Association between ABO Genotype and Risk of Hepatocellular Carcinoma in Koreans,needs_review
A5101532490,Ran Lee,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Association between ABO Genotype and Risk of Hepatocellular Carcinoma in Koreans,needs_review
A5017377914,Hye-Ran Ahn,1,1,P0006,Nambu University,KR,yes,1,Association between ABO Genotype and Risk of Hepatocellular Carcinoma in Koreans,needs_review
A5028630024,Saetbyul Hong,1,1,P0006,Samsung Medical Center,KR,yes,1,Double-filtered leukoreduction as a method for risk reduction of transfusion-associated graft-versus-host disease,needs_review
A5015480620,Jehoon Yang,1,1,P0006,Samsung Medical Center,KR,yes,1,Double-filtered leukoreduction as a method for risk reduction of transfusion-associated graft-versus-host disease,needs_review
A5110078764,Yeup Yoon,1,1,P0006,Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Double-filtered leukoreduction as a method for risk reduction of transfusion-associated graft-versus-host disease,needs_review
A5072799591,Jungwon Kang,1,1,P0006,Korean Red Cross,KR,yes,1,Double-filtered leukoreduction as a method for risk reduction of transfusion-associated graft-versus-host disease,needs_review
A5100642853,Byung Soo Kim,1,1,P0006,Korea University,JP; KR,yes,1,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5100764467,Dae‐Won Kim,1,1,P0006,Korea University; Korea University Medical Center,JP; KR,yes,1,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5110093248,Hyun-Ju Lee,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Cellular immunotherapy as a beacon of hope for hematological malignancies,needs_review
A5112007230,Sang-Ki Kim,1,1,P0006,Chonnam National University Hwasun Hospital; Kongju National University,KR,yes,1,Cellular immunotherapy as a beacon of hope for hematological malignancies,needs_review
A5062188037,Young Ik Seo,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5003420780,Rojin Park,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5084529375,Tae Youn Choi,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5043652568,Jeung Won Shin,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5111881597,Hee-Sook Park,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5108506112,Nam-Soo Lee,1,1,P0006,Soonchunhyang University Hospital Seoul,KR,yes,1,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5000585263,Sun Ah Lee,1,1,P0006,Korean Red Cross,KR,yes,1,Transfusion Strategy of RhD-negative/variant Patients in the Korean Population,needs_review
A5044276181,Byung Min Choi,1,1,P0006,Korea University,KR,yes,1,The first case of congenital blood chimerism in two of the triplets in Korea,needs_review
A5101626938,Sun Young Jeong,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Real-world experiences of CNS-directed chemotherapy followed by autologous stem cell transplantation for secondary CNS involvement in relapsed or refractory diffuse large B-cell lymphoma,needs_review
A5112684358,Eun Suk Kang,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Real-world experiences of CNS-directed chemotherapy followed by autologous stem cell transplantation for secondary CNS involvement in relapsed or refractory diffuse large B-cell lymphoma,needs_review
A5026042862,Jae Joon Lee,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,The First Case of Acute Myeloid Leukemia With t(10;11)(p13;q21);PICALM-MLLT10 Rearrangement Presenting With Extensive Skin Involvement,needs_review
A5101238807,Hwa-Jong Yoo,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Transfusion of RhD-Positive Blood Products to Asia Type DEL Patients: A Report of Two Cases,needs_review
A5032361455,Takho Kang,1,1,P0006,Korea University Medical Center,KR,yes,1,A Case of Bidirectional ABO- and RhD-Incompatible Liver Transplantation in a Mongolian Patient With Asian-Type DEL,needs_review
A5144021584,Ryoojung Choi,1,1,P0006,Korea University Medical Center,KR,yes,1,A Case of Bidirectional ABO- and RhD-Incompatible Liver Transplantation in a Mongolian Patient With Asian-Type DEL,needs_review
A5100617790,Dong‐Sik Kim,1,1,P0006,Korea University Medical Center; Samsung Medical Center; Sungkyunkwan University,KR,yes,1,A Case of Bidirectional ABO- and RhD-Incompatible Liver Transplantation in a Mongolian Patient With Asian-Type DEL,needs_review
A5039649823,Thangaraj Jaya Lakshmi,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Cellular immunotherapy in multiple myeloma,needs_review
A5061849185,Hye-Seong Park,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Cellular immunotherapy in multiple myeloma,needs_review
A5014626381,In Bum Suh,1,1,P0006,Ansan University; Korea University,KR,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5111785299,Kee‐Hoyung Lee,1,1,P0006,Ansan University; Korea University,KR,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5007152773,Young Ree Kim,1,1,P0006,Jeju National University Hospital; Jeju TechnoPark,KR,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5021099557,Sang Kyu Woo,1,1,P0006,Green Cross (South Korea); Green Cross International,KR; US,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5072511885,Heui Yeon Kang,1,1,P0006,Green Cross (South Korea); Green Cross International,KR; US,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5002208934,Yoo Duck Won,1,1,P0006,Green Cross (South Korea); Green Cross International,KR; US,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5013951360,Seong Soo A. An,1,1,P0006,PeopleBio (South Korea); Yonsei University,KR,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5045518493,Min Cho,1,1,P0006,Green Cross (South Korea); Green Cross International,KR; US,yes,1,Comparison of Immunological Responses to the Various Types of Circumsporozoite Proteins of Plasmodium vivax in Malaria Patients of Korea,needs_review
A5004363492,Ding Bo,1,1,P0006,Chonnam National University,KR,yes,1,Laboratory Evaluation of Bone Marrow Metastasis - Single Institute Study -,needs_review
A5101669767,Da-Woon Kim,1,1,P0006,Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Laboratory Evaluation of Bone Marrow Metastasis - Single Institute Study -,needs_review
A5091163518,Young Ae Lim,1,1,P0006,Ajou University Hospital,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5037097359,Jin Sook Oh,1,1,P0006,Ajou University Hospital,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5110319201,Seog Woon Kwon,1,1,P0006,Asan Medical Center,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5110111657,Kye Chul Kwon,1,1,P0006,Chungnam National University Hospital,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5004164719,Shin Young Kim,1,1,P0006,Severance Hospital,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5054465836,Hyun Jun Park,1,1,P0006,Asan Medical Center,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
